"TransactionId","BatchId","CustomerId","CurrencyCode","CountryCode","ProviderId","ProductId","ProductCategory","ChannelId","Amount","Value","TransactionStartTime"
"TransactionId_15361","BatchId_9691","CustomerId_249","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",1000,1000,"30/6/19 4:57:18"
"TransactionId_15788","BatchId_8448","CustomerId_96","UGX","256","ProviderId_5","ProductId_7","airtime","ChannelId_3",3000,3000,"29/6/19 21:07:45"
"TransactionId_4137","BatchId_17826","CustomerId_96","UGX","256","ProviderId_2","ProductId_10","financial_services","ChannelId_3",5000,5000,"29/6/19 21:04:01"
"TransactionId_14928","BatchId_18265","CustomerId_120","UGX","256","ProviderId_3","ProductId_1","airtime","ChannelId_3",15000,15000,"29/6/19 20:39:30"
"TransactionId_16840","BatchId_9259","CustomerId_295","UGX","256","ProviderId_4","ProductId_3","airtime","ChannelId_3",600,600,"29/6/19 20:39:28"
"TransactionId_17803","BatchId_16988","CustomerId_422","UGX","256","ProviderId_4","ProductId_3","airtime","ChannelId_3",1000,1000,"29/6/19 19:22:58"
"TransactionId_4819","BatchId_3344","CustomerId_287","UGX","256","ProviderId_4","ProductId_1","airtime","ChannelId_3",3000,3000,"29/6/19 18:08:53"
"TransactionId_3609","BatchId_5683","CustomerId_355","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",500,500,"29/6/19 18:06:13"
"TransactionId_15076","BatchId_11224","CustomerId_287","UGX","256","ProviderId_4","ProductId_1","airtime","ChannelId_3",7000,7000,"29/6/19 18:05:29"
"TransactionId_12938","BatchId_10782","CustomerId_355","UGX","256","ProviderId_3","ProductId_10","financial_services","ChannelId_3",6700,6700,"29/6/19 17:57:03"
"TransactionId_8736","BatchId_12269","CustomerId_300","UGX","256","ProviderId_4","ProductId_3","airtime","ChannelId_3",1000,1000,"29/6/19 17:54:49"
"TransactionId_9834","BatchId_16979","CustomerId_499","UGX","256","ProviderId_5","ProductId_1","airtime","ChannelId_4",1260,1260,"29/6/19 16:51:57"
"TransactionId_17644","BatchId_12292","CustomerId_193","UGX","256","ProviderId_3","ProductId_3","airtime","ChannelId_3",500,500,"29/6/19 16:28:47"
"TransactionId_7092","BatchId_15821","CustomerId_334","UGX","256","ProviderId_5","ProductId_7","airtime","ChannelId_3",2000,2000,"29/6/19 15:58:46"
"TransactionId_3267","BatchId_13119","CustomerId_277","UGX","256","ProviderId_3","ProductId_10","financial_services","ChannelId_3",4000,4000,"29/6/19 15:41:40"
"TransactionId_13989","BatchId_15222","CustomerId_57","UGX","256","ProviderId_5","ProductId_7","airtime","ChannelId_3",1000,1000,"29/6/19 14:35:43"
"TransactionId_5655","BatchId_15184","CustomerId_499","UGX","256","ProviderId_4","ProductId_10","financial_services","ChannelId_4",1200,1200,"29/6/19 14:23:15"
"TransactionId_11872","BatchId_9399","CustomerId_138","UGX","256","ProviderId_5","ProductId_7","airtime","ChannelId_3",1000,1000,"29/6/19 13:39:45"
"TransactionId_9867","BatchId_8533","CustomerId_296","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",500,500,"29/6/19 13:35:26"
"TransactionId_11446","BatchId_3032","CustomerId_67","UGX","256","ProviderId_2","ProductId_11","data_bundles","ChannelId_3",1599,1599,"29/6/19 13:06:59"
"TransactionId_12047","BatchId_9322","CustomerId_370","UGX","256","ProviderId_4","ProductId_3","airtime","ChannelId_3",1000,1000,"29/6/19 12:30:52"
"TransactionId_17586","BatchId_16547","CustomerId_373","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",1000,1000,"29/6/19 11:13:11"
"TransactionId_12542","BatchId_10780","CustomerId_447","UGX","256","ProviderId_5","ProductId_13","tv","ChannelId_3",13000,13000,"29/6/19 11:00:54"
"TransactionId_14781","BatchId_7408","CustomerId_447","UGX","256","ProviderId_2","ProductId_10","financial_services","ChannelId_3",13500,13500,"29/6/19 10:57:29"
"TransactionId_18826","BatchId_10594","CustomerId_253","UGX","256","ProviderId_5","ProductId_4","data_bundles","ChannelId_3",5000,5000,"29/6/19 10:54:35"
"TransactionId_3485","BatchId_6371","CustomerId_315","UGX","256","ProviderId_4","ProductId_3","airtime","ChannelId_3",10000,10000,"29/6/19 10:40:43"
"TransactionId_12512","BatchId_9452","CustomerId_373","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",500,500,"29/6/19 10:12:40"
"TransactionId_14894","BatchId_4150","CustomerId_373","UGX","256","ProviderId_5","ProductId_7","airtime","ChannelId_3",1500,1500,"29/6/19 10:10:59"
"TransactionId_15428","BatchId_5885","CustomerId_488","UGX","256","ProviderId_3","ProductId_4","data_bundles","ChannelId_3",5000,5000,"29/6/19 9:59:34"
"TransactionId_10644","BatchId_13981","CustomerId_280","UGX","256","ProviderId_4","ProductId_3","airtime","ChannelId_3",600,600,"29/6/19 9:10:42"
"TransactionId_8248","BatchId_18614","CustomerId_408","UGX","256","ProviderId_5","ProductId_4","data_bundles","ChannelId_3",1000,1000,"29/6/19 8:44:58"
"TransactionId_7218","BatchId_4096","CustomerId_155","UGX","256","ProviderId_4","ProductId_3","airtime","ChannelId_3",500,500,"29/6/19 8:38:44"
"TransactionId_6748","BatchId_11481","CustomerId_73","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",500,500,"29/6/19 8:21:36"
"TransactionId_8387","BatchId_7669","CustomerId_27","UGX","256","ProviderId_5","ProductId_7","airtime","ChannelId_3",500,500,"29/6/19 7:22:54"
"TransactionId_9769","BatchId_17370","CustomerId_300","UGX","256","ProviderId_4","ProductId_3","airtime","ChannelId_3",500,500,"29/6/19 6:54:36"
"TransactionId_10843","BatchId_7485","CustomerId_66","UGX","256","ProviderId_4","ProductId_15","utility_bill","ChannelId_3",5000,5750,"29/6/19 6:32:12"
"TransactionId_10718","BatchId_12946","CustomerId_386","UGX","256","ProviderId_4","ProductId_11","data_bundles","ChannelId_3",1599,1599,"29/6/19 6:13:37"
"TransactionId_17493","BatchId_3176","CustomerId_300","UGX","256","ProviderId_4","ProductId_3","airtime","ChannelId_3",1000,1000,"29/6/19 6:11:13"
"TransactionId_15242","BatchId_6173","CustomerId_13","UGX","256","ProviderId_3","ProductId_3","airtime","ChannelId_4",1000,1000,"29/6/19 5:44:33"
"TransactionId_13540","BatchId_7085","CustomerId_13","UGX","256","ProviderId_3","ProductId_10","financial_services","ChannelId_4",1000,1000,"29/6/19 5:42:34"
"TransactionId_4167","BatchId_5291","CustomerId_283","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",5000,5000,"29/6/19 1:39:01"
"TransactionId_15292","BatchId_6937","CustomerId_193","UGX","256","ProviderId_3","ProductId_5","tv","ChannelId_3",33000,33990,"28/6/19 20:32:40"
"TransactionId_8694","BatchId_15616","CustomerId_280","UGX","256","ProviderId_4","ProductId_3","airtime","ChannelId_3",600,600,"28/6/19 20:27:59"
"TransactionId_10490","BatchId_18943","CustomerId_193","UGX","256","ProviderId_3","ProductId_1","airtime","ChannelId_3",10000,10000,"28/6/19 20:00:26"
"TransactionId_3905","BatchId_18436","CustomerId_253","UGX","256","ProviderId_5","ProductId_9","utility_bill","ChannelId_3",15000,16650,"28/6/19 19:37:56"
"TransactionId_8402","BatchId_8380","CustomerId_144","UGX","256","ProviderId_4","ProductId_1","airtime","ChannelId_3",10000,10000,"28/6/19 19:37:38"
"TransactionId_16233","BatchId_10852","CustomerId_253","UGX","256","ProviderId_2","ProductId_10","financial_services","ChannelId_3",10000,10000,"28/6/19 19:35:47"
"TransactionId_13885","BatchId_14167","CustomerId_295","UGX","256","ProviderId_4","ProductId_3","airtime","ChannelId_3",5000,5000,"28/6/19 19:34:29"
"TransactionId_15077","BatchId_13035","CustomerId_276","UGX","256","ProviderId_5","ProductId_7","airtime","ChannelId_3",1000,1000,"28/6/19 19:34:28"
"TransactionId_3425","BatchId_8758","CustomerId_386","UGX","256","ProviderId_4","ProductId_3","airtime","ChannelId_3",1000,1000,"28/6/19 19:31:07"
"TransactionId_16117","BatchId_5977","CustomerId_253","UGX","256","ProviderId_2","ProductId_10","financial_services","ChannelId_3",500,500,"28/6/19 19:28:21"
"TransactionId_13920","BatchId_19152","CustomerId_355","UGX","256","ProviderId_5","ProductId_4","data_bundles","ChannelId_3",1000,1000,"28/6/19 19:20:42"
"TransactionId_16060","BatchId_9607","CustomerId_355","UGX","256","ProviderId_4","ProductId_10","financial_services","ChannelId_3",880,880,"28/6/19 19:17:46"
"TransactionId_3954","BatchId_3686","CustomerId_334","UGX","256","ProviderId_5","ProductId_15","utility_bill","ChannelId_3",10000,11200,"28/6/19 19:04:01"
"TransactionId_18685","BatchId_17272","CustomerId_138","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",5000,5000,"28/6/19 18:53:12"
"TransactionId_16080","BatchId_4173","CustomerId_121","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",5000,5000,"28/6/19 18:40:56"
"TransactionId_5379","BatchId_16535","CustomerId_315","UGX","256","ProviderId_4","ProductId_3","airtime","ChannelId_3",5000,5000,"28/6/19 18:35:39"
"TransactionId_11055","BatchId_5974","CustomerId_122","UGX","256","ProviderId_2","ProductId_15","utility_bill","ChannelId_3",10000,11200,"28/6/19 18:30:40"
"TransactionId_19118","BatchId_10913","CustomerId_186","UGX","256","ProviderId_5","ProductId_1","airtime","ChannelId_3",5000,5000,"28/6/19 18:27:20"
"TransactionId_3548","BatchId_16613","CustomerId_72","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",1300,1300,"28/6/19 18:05:35"
"TransactionId_8715","BatchId_15896","CustomerId_138","UGX","256","ProviderId_5","ProductId_4","data_bundles","ChannelId_3",10000,10000,"28/6/19 18:03:46"
"TransactionId_14915","BatchId_11604","CustomerId_297","UGX","256","ProviderId_5","ProductId_8","data_bundles","ChannelId_3",500,500,"28/6/19 18:03:19"
"TransactionId_16420","BatchId_17362","CustomerId_72","UGX","256","ProviderId_5","ProductId_7","airtime","ChannelId_3",10000,10000,"28/6/19 18:03:13"
"TransactionId_11675","BatchId_7366","CustomerId_334","UGX","256","ProviderId_5","ProductId_8","data_bundles","ChannelId_3",500,500,"28/6/19 18:01:30"
"TransactionId_17102","BatchId_8771","CustomerId_72","UGX","256","ProviderId_5","ProductId_7","airtime","ChannelId_3",10000,10000,"28/6/19 17:59:40"
"TransactionId_17390","BatchId_16848","CustomerId_72","UGX","256","ProviderId_2","ProductId_10","financial_services","ChannelId_3",1e+05,1e+05,"28/6/19 17:56:26"
"TransactionId_9551","BatchId_13392","CustomerId_297","UGX","256","ProviderId_4","ProductId_10","financial_services","ChannelId_3",800,800,"28/6/19 17:55:20"
"TransactionId_8566","BatchId_10354","CustomerId_122","UGX","256","ProviderId_2","ProductId_4","data_bundles","ChannelId_3",500,500,"28/6/19 17:44:18"
"TransactionId_3949","BatchId_5325","CustomerId_311","UGX","256","ProviderId_4","ProductId_3","airtime","ChannelId_3",10000,10000,"28/6/19 17:25:39"
"TransactionId_19100","BatchId_3192","CustomerId_327","UGX","256","ProviderId_4","ProductId_3","airtime","ChannelId_3",1000,1000,"28/6/19 17:16:01"
"TransactionId_9417","BatchId_8160","CustomerId_327","UGX","256","ProviderId_4","ProductId_3","airtime","ChannelId_3",2000,2000,"28/6/19 17:13:04"
"TransactionId_11270","BatchId_6277","CustomerId_34","UGX","256","ProviderId_4","ProductId_15","utility_bill","ChannelId_3",4000,4720,"28/6/19 17:02:24"
"TransactionId_8415","BatchId_18228","CustomerId_27","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",1000,1000,"28/6/19 16:47:28"
"TransactionId_9625","BatchId_12758","CustomerId_355","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",500,500,"28/6/19 16:47:15"
"TransactionId_14332","BatchId_16756","CustomerId_355","UGX","256","ProviderId_4","ProductId_10","financial_services","ChannelId_3",500,500,"28/6/19 16:46:19"
"TransactionId_10573","BatchId_11005","CustomerId_355","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",2000,2000,"28/6/19 16:45:24"
"TransactionId_13380","BatchId_16771","CustomerId_185","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",1000,1000,"28/6/19 16:44:19"
"TransactionId_6161","BatchId_16928","CustomerId_355","UGX","256","ProviderId_4","ProductId_10","financial_services","ChannelId_3",1800,1800,"28/6/19 16:43:56"
"TransactionId_14140","BatchId_18007","CustomerId_20","UGX","256","ProviderId_5","ProductId_4","data_bundles","ChannelId_3",1000,1000,"28/6/19 16:34:45"
"TransactionId_4171","BatchId_10025","CustomerId_120","UGX","256","ProviderId_3","ProductId_3","airtime","ChannelId_3",2000,2000,"28/6/19 16:33:09"
"TransactionId_5819","BatchId_14453","CustomerId_20","UGX","256","ProviderId_2","ProductId_10","financial_services","ChannelId_3",5000,5000,"28/6/19 16:32:40"
"TransactionId_9119","BatchId_12630","CustomerId_20","UGX","256","ProviderId_5","ProductId_4","data_bundles","ChannelId_3",500,500,"28/6/19 16:23:24"
"TransactionId_6923","BatchId_9386","CustomerId_280","UGX","256","ProviderId_4","ProductId_3","airtime","ChannelId_3",600,600,"28/6/19 16:18:16"
"TransactionId_15020","BatchId_12693","CustomerId_120","UGX","256","ProviderId_3","ProductId_3","airtime","ChannelId_3",5000,5000,"28/6/19 16:14:41"
"TransactionId_4841","BatchId_16807","CustomerId_288","UGX","256","ProviderId_5","ProductId_1","airtime","ChannelId_3",10000,10000,"28/6/19 15:34:10"
"TransactionId_3096","BatchId_5779","CustomerId_121","UGX","256","ProviderId_2","ProductId_10","financial_services","ChannelId_3",9500,9500,"28/6/19 15:33:30"
"TransactionId_15280","BatchId_8599","CustomerId_288","UGX","256","ProviderId_4","ProductId_10","financial_services","ChannelId_3",12000,12000,"28/6/19 15:32:36"
"TransactionId_7577","BatchId_4903","CustomerId_249","UGX","256","ProviderId_2","ProductId_13","tv","ChannelId_3",13000,13000,"28/6/19 15:14:15"
"TransactionId_7446","BatchId_12010","CustomerId_398","UGX","256","ProviderId_2","ProductId_3","airtime","ChannelId_3",10000,10000,"28/6/19 14:54:53"
"TransactionId_16546","BatchId_9429","CustomerId_253","UGX","256","ProviderId_4","ProductId_10","financial_services","ChannelId_3",9000,9000,"28/6/19 14:27:53"
"TransactionId_9947","BatchId_14282","CustomerId_27","UGX","256","ProviderId_5","ProductId_8","data_bundles","ChannelId_3",500,500,"28/6/19 14:23:39"
"TransactionId_12026","BatchId_5911","CustomerId_28","UGX","256","ProviderId_5","ProductId_8","data_bundles","ChannelId_3",1000,1000,"28/6/19 14:13:42"
"TransactionId_3366","BatchId_7559","CustomerId_155","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",1000,1000,"28/6/19 13:53:11"
"TransactionId_15233","BatchId_16620","CustomerId_155","UGX","256","ProviderId_4","ProductId_6","tv","ChannelId_3",11000,11330,"28/6/19 13:48:31"
"TransactionId_10271","BatchId_5595","CustomerId_27","UGX","256","ProviderId_3","ProductId_9","utility_bill","ChannelId_3",50000,53500,"28/6/19 13:32:18"
"TransactionId_13782","BatchId_9439","CustomerId_39","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",5000,5000,"28/6/19 13:29:00"
"TransactionId_18315","BatchId_12907","CustomerId_283","UGX","256","ProviderId_4","ProductId_10","financial_services","ChannelId_3",10041,10041,"28/6/19 13:01:57"
"TransactionId_19234","BatchId_13879","CustomerId_314","UGX","256","ProviderId_4","ProductId_3","airtime","ChannelId_3",10000,10000,"28/6/19 12:59:51"
"TransactionId_9434","BatchId_3201","CustomerId_447","UGX","256","ProviderId_5","ProductId_13","tv","ChannelId_3",13000,13000,"28/6/19 12:57:06"
"TransactionId_12009","BatchId_16016","CustomerId_447","UGX","256","ProviderId_2","ProductId_10","financial_services","ChannelId_3",13500,13500,"28/6/19 12:49:46"
"TransactionId_5327","BatchId_9089","CustomerId_67","UGX","256","ProviderId_5","ProductId_11","data_bundles","ChannelId_3",999,999,"28/6/19 12:47:42"
"TransactionId_3864","BatchId_13700","CustomerId_316","UGX","256","ProviderId_3","ProductId_3","airtime","ChannelId_3",1000,1000,"28/6/19 12:44:40"
"TransactionId_10321","BatchId_4977","CustomerId_39","UGX","256","ProviderId_5","ProductId_1","airtime","ChannelId_3",35000,35000,"28/6/19 12:32:14"
"TransactionId_17191","BatchId_9152","CustomerId_39","UGX","256","ProviderId_5","ProductId_8","data_bundles","ChannelId_3",500,500,"28/6/19 11:50:31"
"TransactionId_10711","BatchId_3710","CustomerId_316","UGX","256","ProviderId_3","ProductId_7","airtime","ChannelId_3",1800,1800,"28/6/19 11:32:05"
"TransactionId_18287","BatchId_12254","CustomerId_39","UGX","256","ProviderId_4","ProductId_10","financial_services","ChannelId_3",15000,15000,"28/6/19 11:29:05"
"TransactionId_14150","BatchId_3403","CustomerId_432","UGX","256","ProviderId_3","ProductId_6","tv","ChannelId_3",28000,28840,"28/6/19 10:48:22"
"TransactionId_7477","BatchId_16226","CustomerId_39","UGX","256","ProviderId_5","ProductId_7","airtime","ChannelId_3",10000,10000,"28/6/19 10:35:51"
"TransactionId_10402","BatchId_11178","CustomerId_39","UGX","256","ProviderId_4","ProductId_10","financial_services","ChannelId_3",20000,20000,"28/6/19 10:34:16"
"TransactionId_5386","BatchId_16882","CustomerId_316","UGX","256","ProviderId_5","ProductId_7","airtime","ChannelId_3",1400,1400,"28/6/19 10:24:47"
"TransactionId_17347","BatchId_4720","CustomerId_297","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",1000,1000,"28/6/19 10:23:45"
"TransactionId_16202","BatchId_13362","CustomerId_186","UGX","256","ProviderId_2","ProductId_10","financial_services","ChannelId_3",2700,2700,"28/6/19 10:13:21"
"TransactionId_9661","BatchId_4191","CustomerId_373","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",1000,1000,"28/6/19 10:04:44"
"TransactionId_3348","BatchId_4528","CustomerId_155","UGX","256","ProviderId_2","ProductId_1","airtime","ChannelId_3",500,500,"28/6/19 10:01:38"
"TransactionId_12995","BatchId_8650","CustomerId_393","UGX","256","ProviderId_2","ProductId_8","data_bundles","ChannelId_3",1000,1000,"28/6/19 9:54:59"
"TransactionId_13480","BatchId_12480","CustomerId_447","UGX","256","ProviderId_5","ProductId_13","tv","ChannelId_3",13000,13000,"28/6/19 9:53:46"
"TransactionId_13530","BatchId_15076","CustomerId_447","UGX","256","ProviderId_2","ProductId_10","financial_services","ChannelId_3",13500,13500,"28/6/19 9:50:44"
"TransactionId_13118","BatchId_10376","CustomerId_185","UGX","256","ProviderId_5","ProductId_7","airtime","ChannelId_3",1100,1100,"28/6/19 9:48:33"
"TransactionId_18572","BatchId_3263","CustomerId_348","UGX","256","ProviderId_5","ProductId_7","airtime","ChannelId_3",2000,2000,"28/6/19 9:12:03"
"TransactionId_14281","BatchId_13813","CustomerId_408","UGX","256","ProviderId_5","ProductId_1","airtime","ChannelId_3",4100,4100,"28/6/19 9:11:23"
"TransactionId_3854","BatchId_11368","CustomerId_408","UGX","256","ProviderId_5","ProductId_15","utility_bill","ChannelId_3",10000,11200,"28/6/19 8:45:19"
"TransactionId_17480","BatchId_11423","CustomerId_408","UGX","256","ProviderId_2","ProductId_10","financial_services","ChannelId_3",15000,15000,"28/6/19 8:43:02"
"TransactionId_4789","BatchId_9423","CustomerId_386","UGX","256","ProviderId_4","ProductId_11","data_bundles","ChannelId_3",1599,1599,"28/6/19 8:31:06"
"TransactionId_19061","BatchId_4113","CustomerId_57","UGX","256","ProviderId_5","ProductId_3","airtime","ChannelId_3",10000,10000,"28/6/19 8:25:49"
"TransactionId_10797","BatchId_11595","CustomerId_452","UGX","256","ProviderId_4","ProductId_3","airtime","ChannelId_3",1000,1000,"28/6/19 8:23:16"
"TransactionId_10564","BatchId_16609","CustomerId_57","UGX","256","ProviderId_2","ProductId_10","financial_services","ChannelId_3",10000,10000,"28/6/19 8:23:04"
"TransactionId_6255","BatchId_10035","CustomerId_72","UGX","256","ProviderId_5","ProductId_4","data_bundles","ChannelId_3",1000,1000,"28/6/19 8:22:29"
"TransactionId_7571","BatchId_14620","CustomerId_274","UGX","256","ProviderId_4","ProductId_3","airtime","ChannelId_3",10000,10000,"28/6/19 8:18:50"
