index,Amount,AmountLoan,BatchId,ChannelId,CountryCode,Currency,CurrencyCode,CustomerId,CustomerId_FE,CustomerId_ProductCategory_Value_Ratio,CustomerId_ProductCategory_Value_max,CustomerId_ProductCategory_Value_mean,CustomerId_ProductCategory_Value_min,CustomerId_ProductCategory_Value_std,CustomerId_ProductCategory_ct,CustomerId_ProductId_Value_Ratio,CustomerId_ProductId_Value_max,CustomerId_ProductId_Value_mean,CustomerId_ProductId_Value_min,CustomerId_ProductId_Value_std,CustomerId_ProductId_ct,CustomerId_TransactionId_ct,DueDate,DueDateDay,DueDateDayofweek,DueDateElapsed,DueDateIs_month_end,DueDateIs_month_start,DueDateIs_quarter_end,DueDateIs_quarter_start,DueDateIs_year_end,DueDateIs_year_start,InvestorId,IsDefaulted,IsFinalPayBack,IsThirdPartyConfirmed,Issue_Trans_Diff,IssuedDateLoan,LoanApplicationId,LoanId,PaidOnDate,PayBackId,ProductCategory,ProductId,ProductId_ProductCategory,ProviderId,SubscriptionId,ThirdPartyId,TransactionId,TransactionId_FE,TransactionStartTime,TransactionStartTimeDay,TransactionStartTimeDayofweek,TransactionStartTimeDayofyear,TransactionStartTimeElapsed,TransactionStartTimeHour,TransactionStartTimeIs_month_end,TransactionStartTimeIs_month_start,TransactionStartTimeIs_quarter_end,TransactionStartTimeIs_quarter_start,TransactionStartTimeIs_year_end,TransactionStartTimeIs_year_start,TransactionStartTimeMinute,TransactionStartTimeMonth,TransactionStartTimeSecond,TransactionStartTimeWeek,TransactionStatus,Value,Value_CustomerId_max,Value_CustomerId_mean,Value_CustomerId_min,Value_CustomerId_std,Value_Mean_Minus,Value_Mean_Ratio,ext_data_CustomerId_ProductCategory_Value_Ratio,ext_data_CustomerId_ProductCategory_Value_max,ext_data_CustomerId_ProductCategory_Value_mean,ext_data_CustomerId_ProductCategory_Value_min,ext_data_CustomerId_ProductCategory_Value_std,ext_data_CustomerId_ProductId_Value_Ratio,ext_data_CustomerId_ProductId_Value_max,ext_data_CustomerId_ProductId_Value_mean,ext_data_CustomerId_ProductId_Value_min,ext_data_CustomerId_ProductId_Value_std,ext_data_Value_CustomerId_max,ext_data_Value_CustomerId_mean,ext_data_Value_CustomerId_min,ext_data_Value_CustomerId_std,meanTransactionPerLoan,rejected_CustomerId_FE,rejected_loan_ratio,pc1,pc2,pc3,kmeans
24,-500.0,520.0,BatchId_1540,ChannelId_1,256,UGX,UGX,253,0.0036787246,0.5,1000.0,1000.0,1000.0,-1.0,2.0,0.5,1000.0,1000.0,1000.0,-1.0,3.0,6.0,2018-11-24 10:36:18,24,5,1543055778,0,0,0,0,0,0,1,0.0,1.0,0.0,-2.0,2018-10-25 10:36:26,LoanApplicationId_1247,LoanId_1522,2018-10-25 14:56:33,PayBackId_317,0,15,15,ProviderId_1,0,ThirdPartyId_1152,TransactionId_2181,0.0006131208,2018-10-25 10:36:28,25,3,298,1540463788,10,0,0,0,0,0,0,36,10,28,43,1,500.0,10000.0,2833.3333,500.0,3945.4617,-2333.3333,0.1764706,0.17821781,10000.0,2805.5557,300.0,2502.678,0.1,5000.0,5000.0,5000.0,-1.0,28840.0,5931.1,500.0,6878.807,1.0,23.0,0.79310346,-1.1452924970676939,-0.9377207051423215,0.8929022158781528,1
26,-10000.0,10000.0,BatchId_500,ChannelId_1,256,UGX,UGX,253,0.0036787246,1.2222449,11200.0,8181.6665,2145.0,5227.9067,2.0,1.2222449,11200.0,8181.6665,2145.0,5227.9067,3.0,6.0,2018-11-25 09:18:58,25,6,1543137538,0,0,0,0,0,0,1,1.0,1.0,0.0,-2.0,2018-10-26 09:19:00,LoanApplicationId_164,LoanId_934,2019-05-16 07:25:29,PayBackId_1899,0,15,15,ProviderId_1,0,ThirdPartyId_601,TransactionId_2299,0.0006131208,2018-10-26 09:19:02,26,4,299,1540545542,9,0,0,0,0,0,0,19,10,2,43,1,10000.0,10000.0,2833.3333,500.0,3945.4617,7166.667,3.5294118,-10000.0,-1.0,-1.0,-1.0,-1.0,-10000.0,-1.0,-1.0,-1.0,-1.0,28840.0,5931.1,500.0,6878.807,1.0,23.0,0.79310346,-0.8191958315849861,-0.7089358059668633,0.3393391183125119,1
27,-5000.0,5275.0,BatchId_2438,ChannelId_1,256,UGX,UGX,77,0.030042918,1.7770344,5150.0,2813.6765,500.0,2056.898,6.0,1.7266498,5150.0,2895.7812,500.0,2090.3015,8.0,49.0,2018-11-25 15:37:14,25,6,1543160234,0,0,0,0,0,0,1,0.0,1.0,0.0,-3.0,2018-10-26 15:37:16,LoanApplicationId_1411,LoanId_676,2018-10-30 06:48:41,PayBackId_783,0,15,15,ProviderId_1,0,ThirdPartyId_719,TransactionId_1950,0.0006131208,2018-10-26 15:37:19,26,4,299,1540568239,15,0,0,0,0,0,0,37,10,19,43,1,5000.0,118450.0,10568.1,500.0,23831.975,-5568.0996,0.47312197,1.1386248,50000.0,4391.262,500.0,5951.3735,1.1434016,50000.0,4372.9165,500.0,6120.6206,130000.0,15507.772,500.0,30961.96,1.0204082,1.0,0.02,-1.1424029704649439,-1.7328430818753924,2.798115447363221,1
28,-30840.0,30840.0,BatchId_381,ChannelId_1,256,UGX,UGX,227,0.0006131208,19.0596,4000.0,1666.6666,1000.0,901.3878,1.0,23.102545,1500.0,1375.0,1000.0,231.45503,1.0,1.0,2018-11-25 16:12:40,25,6,1543162360,0,0,0,0,0,0,1,0.0,1.0,1.0,-2.0,2018-10-26 16:12:42,LoanApplicationId_836,LoanId_386,2019-04-26 16:24:03,PayBackId_1262,6,14,14,ProviderId_1,0,ThirdPartyId_1546,TransactionId_2128,0.0006131208,2018-10-26 16:12:44,26,4,299,1540570364,16,0,0,0,0,0,0,12,10,44,43,1,31766.0,31766.0,31766.0,31766.0,-1.0,0.0,1.0,14.193469,15000.0,2238.0715,500.0,3831.232,31.766,1000.0,1000.0,1000.0,0.0,28840.0,1933.4694,500.0,4084.7244,1.0,9.0,0.9,-0.2576971238354846,-1.006206161961503,0.3829263165455624,1
29,-500.0,520.0,BatchId_846,ChannelId_1,256,UGX,UGX,106,0.011036174,0.2631579,3000.0,1900.0,1000.0,1014.88916,5.0,0.16666667,3000.0,3000.0,3000.0,-1.0,6.0,18.0,2018-11-29 10:25:24,29,3,1543487124,0,0,0,0,0,0,1,0.0,1.0,1.0,-3.0,2018-10-30 10:25:29,LoanApplicationId_641,LoanId_240,2018-10-30 10:54:55,PayBackId_1478,1,12,12,ProviderId_1,0,ThirdPartyId_2014,TransactionId_1569,0.0006131208,2018-10-30 10:25:32,30,1,303,1540895132,10,0,0,0,0,0,0,25,10,32,44,1,500.0,11000.0,2959.0908,100.0,4267.1123,-2459.0908,0.16897082,0.25510204,5000.0,1960.0,300.0,1698.4961,0.25510204,5000.0,1960.0,300.0,1698.4961,500000.0,6046.905,500.0,38873.35,1.2222222,12.0,0.4,-0.9163292348938465,-1.490794544094058,1.0544483250096552,1
33,-1500.0,1568.0,BatchId_238,ChannelId_1,256,UGX,UGX,192,0.0049049663,0.06880734,21800.0,21800.0,21800.0,0.0,1.0,0.06880734,21800.0,21800.0,21800.0,0.0,2.0,8.0,2018-12-01 14:53:01,1,5,1543675981,0,1,0,0,0,0,0,0.0,1.0,1.0,-3.0,2018-11-01 14:53:05,LoanApplicationId_1587,LoanId_1320,2018-11-02 15:05:24,PayBackId_1822,0,11,11,ProviderId_1,5,ThirdPartyId_1319,TransactionId_1024,0.0006131208,2018-11-01 14:53:08,1,3,305,1541083988,14,0,1,0,0,0,0,53,11,8,44,1,1500.0,4000.0,1666.6666,1000.0,901.3878,-166.66663,0.90000004,-1500.0,-1.0,-1.0,-1.0,-1.0,-1500.0,-1.0,-1.0,-1.0,-1.0,18500.0,4041.65,500.0,5321.2344,1.125,3.0,0.27272728,-0.5827160762877144,0.3312998362120633,-0.6362167787257026,1
34,-10000.0,11100.0,BatchId_1930,ChannelId_1,256,UGX,UGX,96,0.010423053,0.4587156,21800.0,21800.0,21800.0,0.0,3.0,0.4587156,21800.0,21800.0,21800.0,0.0,4.0,17.0,2018-12-01 15:23:08,1,5,1543677788,0,1,0,0,0,0,1,0.0,1.0,1.0,-4.0,2018-11-01 15:23:10,LoanApplicationId_1394,LoanId_430,2018-11-16 12:22:01,PayBackId_654,0,15,15,ProviderId_1,0,ThirdPartyId_1180,TransactionId_710,0.0006131208,2018-11-01 15:23:14,1,3,305,1541085794,15,0,1,0,0,0,0,23,11,14,44,1,10000.0,185400.0,44725.0,5000.0,59024.906,-34725.0,0.2235886,-10000.0,-1.0,-1.0,-1.0,-1.0,-10000.0,-1.0,-1.0,-1.0,-1.0,10000.0,10000.0,10000.0,-1.0,1.1764706,2.0,0.10526316,0.3619200781370671,-0.2484814928336515,-0.2612920203231946,1
35,-50000.0,63398.0,BatchId_2426,ChannelId_1,256,UGX,UGX,210,0.009809933,32.100002,4000.0,1666.6666,1000.0,901.3878,4.0,38.909092,1500.0,1375.0,1000.0,231.45503,6.0,16.0,2018-12-01 16:12:37,1,5,1543680757,0,1,0,0,0,0,1,0.0,0.0,1.0,-2.0,2018-11-01 16:12:39,LoanApplicationId_534,LoanId_77,2018-12-06 09:26:57,PayBackId_165,7,5,4,ProviderId_1,0,ThirdPartyId_1760,TransactionId_549,0.0006131208,2018-11-01 16:12:41,1,3,305,1541088761,16,0,1,0,0,0,0,12,11,41,44,1,53500.0,53500.0,15763.685,1000.0,17264.355,37736.316,3.3938766,23.904509,15000.0,2238.0715,500.0,3831.232,53.5,1000.0,1000.0,1000.0,0.0,118450.0,12085.238,500.0,23812.531,1.1875,3.0,0.15789473,0.40310873246911405,-1.143550476856583,0.5623057520259439,1
37,-5000.0,500.0,BatchId_728,ChannelId_1,256,UGX,UGX,253,0.0036787246,0.6111224,11200.0,8181.6665,2145.0,5227.9067,2.0,0.6111224,11200.0,8181.6665,2145.0,5227.9067,3.0,6.0,2018-12-01 17:56:44,1,5,1543687004,0,1,0,0,0,0,1,1.0,0.0,1.0,-2.0,2018-11-01 17:56:48,LoanApplicationId_937,LoanId_1554,2019-07-15 09:12:48,PayBackId_1295,0,11,11,ProviderId_1,0,ThirdPartyId_1702,TransactionId_1452,0.0006131208,2018-11-01 17:56:50,1,3,305,1541095010,17,0,1,0,0,0,0,56,11,50,44,1,5000.0,10000.0,2833.3333,500.0,3945.4617,2166.6667,1.7647059,-5000.0,-1.0,-1.0,-1.0,-1.0,-5000.0,-1.0,-1.0,-1.0,-1.0,28840.0,5931.1,500.0,6878.807,1.0,23.0,0.79310346,-0.7278310755239569,-0.3027322670055311,0.1458095927404657,1
40,-500.0,633.0,BatchId_2428,ChannelId_1,256,UGX,UGX,77,0.030042918,0.03255814,50000.0,15357.143,5000.0,12929.437,6.0,0.031707317,50000.0,15769.23,5000.0,13361.349,8.0,49.0,2018-12-02 06:53:39,2,6,1543733619,0,0,0,0,0,0,1,0.0,1.0,1.0,-3.0,2018-11-02 06:53:45,LoanApplicationId_2,LoanId_566,2018-12-17 15:00:29,PayBackId_719,0,15,15,ProviderId_1,0,ThirdPartyId_310,TransactionId_1863,0.0006131208,2018-11-02 06:53:48,2,4,306,1541141628,6,0,0,0,0,0,0,53,11,48,44,1,500.0,118450.0,10568.1,500.0,23831.975,-10068.1,0.047312196,-500.0,-1.0,-1.0,-1.0,-1.0,-500.0,-1.0,-1.0,-1.0,-1.0,130000.0,15507.772,500.0,30961.96,1.0204082,1.0,0.02,-0.7852391950651946,-0.8926222500367059,1.6385726679477977,1
41,-500.0,633.0,BatchId_1579,ChannelId_1,256,UGX,UGX,77,0.030042918,0.038261402,24660.0,13068.0,3690.0,7609.479,6.0,0.031874202,24660.0,15686.667,11200.0,7771.135,8.0,49.0,2018-12-02 07:07:19,2,6,1543734439,0,0,0,0,0,0,1,0.0,1.0,1.0,-4.0,2018-11-02 07:07:21,LoanApplicationId_1385,LoanId_1291,2018-12-17 15:01:23,PayBackId_1198,3,7,6,ProviderId_1,0,ThirdPartyId_1073,TransactionId_598,0.0006131208,2018-11-02 07:07:25,2,4,306,1541142445,7,0,0,0,0,0,0,7,11,25,44,1,500.0,118450.0,10568.1,500.0,23831.975,-10068.1,0.047312196,0.08625151,9964.0,5797.0,1630.0,5893.028,-500.0,-1.0,-1.0,-1.0,-1.0,130000.0,15507.772,500.0,30961.96,1.0204082,1.0,0.02,-0.44239924849024115,-1.4432936589051173,1.9210375150453658,1
48,-1000.0,1040.0,BatchId_1312,ChannelId_1,256,UGX,UGX,28,0.0018393623,1.0,1000.0,1000.0,1000.0,-1.0,2.0,1.0,1000.0,1000.0,1000.0,-1.0,2.0,3.0,2018-12-02 23:50:00,2,6,1543794600,0,0,0,0,0,0,0,0.0,1.0,1.0,-3.0,2018-11-02 23:50:07,LoanApplicationId_1078,LoanId_1177,2018-11-02 23:58:13,PayBackId_185,0,11,11,ProviderId_1,5,ThirdPartyId_168,TransactionId_838,0.0006131208,2018-11-02 23:50:10,2,4,306,1541202610,23,0,0,0,0,0,0,50,11,10,44,1,1000.0,11200.0,6386.25,1000.0,5578.06,-5386.25,0.15658642,-1000.0,-1.0,-1.0,-1.0,-1.0,-1000.0,-1.0,-1.0,-1.0,-1.0,10000.0,2590.0,300.0,2237.0032,1.3333334,1.0,0.25,-0.73658311361378,-0.6566561775776569,-0.6240163581856493,1
49,-10000.0,11760.0,BatchId_981,ChannelId_1,256,UGX,UGX,28,0.0018393623,2.9473684,12000.0,3800.0,500.0,3469.4153,2.0,3.0089552,10000.0,3722.2222,500.0,3133.599,2.0,3.0,2018-12-03 00:09:22,3,0,1543795762,0,0,0,0,0,0,0,0.0,0.0,1.0,-2.0,2018-11-03 00:09:24,LoanApplicationId_229,LoanId_761,2018-11-08 09:41:59,PayBackId_270,7,5,4,ProviderId_1,5,ThirdPartyId_449,TransactionId_695,0.0006131208,2018-11-03 00:09:26,3,5,307,1541203766,0,0,0,0,0,0,0,9,11,26,44,1,11200.0,11200.0,6386.25,1000.0,5578.06,4813.75,1.7537678,1.6072661,20000.0,6968.3545,500.0,3392.4329,1.6505263,10000.0,6785.7144,500.0,4221.5435,10000.0,2590.0,300.0,2237.0032,1.3333334,1.0,0.25,-0.33119525151953433,-1.2098602516908314,1.5812114411229279,1
53,-5000.0,6300.0,BatchId_887,ChannelId_1,256,UGX,UGX,77,0.030042918,2.5,2000.0,2000.0,2000.0,-1.0,6.0,2.5,2000.0,2000.0,2000.0,-1.0,8.0,49.0,2018-12-03 09:57:24,3,0,1543831044,0,0,0,0,0,0,1,0.0,1.0,1.0,-2.0,2018-11-03 09:57:28,LoanApplicationId_842,LoanId_1118,2018-12-17 15:03:26,PayBackId_1185,0,15,15,ProviderId_1,0,ThirdPartyId_1999,TransactionId_2350,0.0006131208,2018-11-03 09:57:30,3,5,307,1541239050,9,0,0,0,0,0,0,57,11,30,44,1,5000.0,118450.0,10568.1,500.0,23831.975,-5568.0996,0.47312197,5.0,2000.0,1000.0,500.0,866.0254,4.0,2000.0,1250.0,500.0,1060.6602,130000.0,15507.772,500.0,30961.96,1.0204082,1.0,0.02,-0.7431411167510567,-1.2881180592935015,0.6154628532060555,1
54,-1500.0,1598.0,BatchId_2111,ChannelId_1,256,UGX,UGX,192,0.0049049663,0.19280206,11000.0,7780.0,900.0,3942.3342,1.0,0.19280206,11000.0,7780.0,900.0,3942.3342,2.0,8.0,2018-12-03 12:09:48,3,0,1543838988,0,0,0,0,0,0,0,0.0,1.0,1.0,-3.0,2018-11-03 12:09:50,LoanApplicationId_1431,LoanId_86,2018-11-09 03:54:28,PayBackId_1270,0,11,11,ProviderId_1,5,ThirdPartyId_1852,TransactionId_1081,0.0006131208,2018-11-03 12:09:53,3,5,307,1541246993,12,0,0,0,0,0,0,9,11,53,44,1,1500.0,4000.0,1666.6666,1000.0,901.3878,-166.66663,0.90000004,0.40384617,11000.0,3714.2856,900.0,3355.3086,0.40384617,11000.0,3714.2856,900.0,3355.3086,18500.0,4041.65,500.0,5321.2344,1.125,3.0,0.27272728,-1.0634715122519767,-0.837643318789416,0.9958006413600871,1
