"CustomerId","TransactionStartTime","Value","Amount","TransactionId","BatchId","SubscriptionId","CurrencyCode","CountryCode","ProviderId","ProductId","ProductCategory","ChannelId","TransactionStatus","IssuedDateLoan","AmountLoan","Currency","LoanId","PaidOnDate","IsFinalPayBack","InvestorId","DueDate","LoanApplicationId","PayBackId","ThirdPartyId","IsThirdPartyConfirmed","IsDefaulted"
"CustomerId_233",2018-10-22 16:04:25,5000,-5000,"TransactionId_2632","BatchId_775","SubscriptionId_4","UGX","256","ProviderId_1","ProductId_7","airtime","ChannelId_1","1",2018-10-22 16:04:22,5375,"UGX","LoanId_317",2018-10-30 06:49:57,"1","InvestorId_3",2018-11-21 16:03:32,"LoanApplicationId_1629","PayBackId_1719","ThirdPartyId_1010","0","0"
"CustomerId_27",2018-10-22 17:24:59,1000,-1000,"TransactionId_2209","BatchId_2078","SubscriptionId_4","UGX","256","ProviderId_1","ProductId_3","airtime","ChannelId_1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CustomerId_305",2018-10-23 13:12:23,500,-500,"TransactionId_1297","BatchId_2016","SubscriptionId_1","UGX","256","ProviderId_1","ProductId_7","airtime","ChannelId_1","1",2018-10-23 13:12:21,543,"UGX","LoanId_1619",2018-10-23 13:18:42,"1","InvestorId_2",2018-11-22 13:12:16,"LoanApplicationId_136","PayBackId_725","ThirdPartyId_1566","0","0"
"CustomerId_27",2018-10-23 15:20:58,1000,-1000,"TransactionId_1367","BatchId_1675","SubscriptionId_1","UGX","256","ProviderId_1","ProductId_7","airtime","ChannelId_1","1",2018-10-23 15:20:55,1085,"UGX","LoanId_1438",2018-10-23 15:26:58,"1","InvestorId_2",2018-11-22 15:20:53,"LoanApplicationId_1171","PayBackId_1085","ThirdPartyId_1265","0","0"
"CustomerId_27",2018-10-23 15:31:27,500,-500,"TransactionId_871","BatchId_2449","SubscriptionId_1","UGX","256","ProviderId_1","ProductId_7","airtime","ChannelId_1","1",2018-10-24 06:34:00,543,"UGX","LoanId_1304",2018-10-24 06:38:49,"1","InvestorId_2",2018-11-23 06:33:57,"LoanApplicationId_702","PayBackId_763","ThirdPartyId_1962","0","0"
"CustomerId_27",2018-10-24 06:56:02,500,-500,"TransactionId_1019","BatchId_1564","SubscriptionId_1","UGX","256","ProviderId_1","ProductId_4","data_bundles","ChannelId_1","1",2018-10-24 06:56:00,543,"UGX","LoanId_1436",2018-10-24 07:01:48,"1","InvestorId_2",2018-11-23 06:55:58,"LoanApplicationId_508","PayBackId_1228","ThirdPartyId_2008","0","0"
"CustomerId_27",2018-10-24 09:14:35,500,-500,"TransactionId_749","BatchId_86","SubscriptionId_1","UGX","256","ProviderId_1","ProductId_8","data_bundles","ChannelId_1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CustomerId_233",2018-10-24 11:37:16,500,-500,"TransactionId_2","BatchId_1854","SubscriptionId_1","UGX","256","ProviderId_1","ProductId_7","airtime","ChannelId_1","1",2018-10-24 11:37:13,520,"UGX","LoanId_1435",2018-10-24 11:40:34,"1","InvestorId_2",2018-11-23 11:37:11,"LoanApplicationId_1546","PayBackId_1842","ThirdPartyId_679","0","0"
"CustomerId_233",2018-10-24 15:28:13,1000,-1000,"TransactionId_1995","BatchId_2068","SubscriptionId_1","UGX","256","ProviderId_1","ProductId_7","airtime","ChannelId_1","1",2018-10-24 15:28:11,1065,"UGX","LoanId_183",2018-10-30 06:49:17,"1","InvestorId_2",2018-11-23 15:28:05,"LoanApplicationId_376","PayBackId_982","ThirdPartyId_1147","0","0"
"CustomerId_474",2018-10-25 10:36:28,500,-500,"TransactionId_2181","BatchId_1540","SubscriptionId_1","UGX","256","ProviderId_1","ProductId_7","airtime","ChannelId_1","1",2018-10-25 10:36:26,520,"UGX","LoanId_1522",2018-10-25 14:56:33,"1","InvestorId_2",2018-11-24 10:36:18,"LoanApplicationId_1247","PayBackId_317","ThirdPartyId_1152","0","0"
"CustomerId_432",2018-10-26 06:36:49,2000,-2000,"TransactionId_482","BatchId_2514","SubscriptionId_1","UGX","256","ProviderId_1","ProductId_7","airtime","ChannelId_1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CustomerId_474",2018-10-26 09:19:02,10000,-10000,"TransactionId_2299","BatchId_500","SubscriptionId_1","UGX","256","ProviderId_1","ProductId_7","airtime","ChannelId_1","1",2018-10-26 09:19:00,10000,"UGX","LoanId_934",2019-05-16 07:25:29,"1","InvestorId_2",2018-11-25 09:18:58,"LoanApplicationId_164","PayBackId_1899","ThirdPartyId_601","0","1"
"CustomerId_233",2018-10-26 15:37:19,5000,-5000,"TransactionId_1950","BatchId_2438","SubscriptionId_1","UGX","256","ProviderId_1","ProductId_7","airtime","ChannelId_1","1",2018-10-26 15:37:16,5275,"UGX","LoanId_676",2018-10-30 06:48:41,"1","InvestorId_2",2018-11-25 15:37:14,"LoanApplicationId_1411","PayBackId_783","ThirdPartyId_719","0","0"
"CustomerId_432",2018-10-26 16:12:44,31766,-30840,"TransactionId_2128","BatchId_381","SubscriptionId_1","UGX","256","ProviderId_1","ProductId_6","tv","ChannelId_1","1",2018-10-26 16:12:42,30840,"UGX","LoanId_386",2019-04-26 16:24:03,"1","InvestorId_2",2018-11-25 16:12:40,"LoanApplicationId_836","PayBackId_1262","ThirdPartyId_1546","1","0"
"CustomerId_27",2018-10-30 10:25:32,500,-500,"TransactionId_1569","BatchId_846","SubscriptionId_1","UGX","256","ProviderId_1","ProductId_4","data_bundles","ChannelId_1","1",2018-10-30 10:25:29,520,"UGX","LoanId_240",2018-10-30 10:54:55,"1","InvestorId_2",2018-11-29 10:25:24,"LoanApplicationId_641","PayBackId_1478","ThirdPartyId_2014","1","0"
"CustomerId_433",2018-10-31 18:38:45,1000,-1000,"TransactionId_2497","BatchId_1095","SubscriptionId_7","UGX","256","ProviderId_1","ProductId_3","airtime","ChannelId_1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CustomerId_329",2018-11-01 13:21:52,3500,-3500,"TransactionId_1344","BatchId_2489","SubscriptionId_7","UGX","256","ProviderId_1","ProductId_13","tv","ChannelId_1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CustomerId_329",2018-11-01 13:23:25,500,-500,"TransactionId_1202","BatchId_1063","SubscriptionId_7","UGX","256","ProviderId_1","ProductId_3","airtime","ChannelId_1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CustomerId_379",2018-11-01 14:53:08,1500,-1500,"TransactionId_1024","BatchId_238","SubscriptionId_7","UGX","256","ProviderId_1","ProductId_3","airtime","ChannelId_1","1",2018-11-01 14:53:05,1568,"UGX","LoanId_1320",2018-11-02 15:05:24,"1","InvestorId_1",2018-12-01 14:53:01,"LoanApplicationId_1587","PayBackId_1822","ThirdPartyId_1319","1","0"
"CustomerId_258",2018-11-01 15:23:14,10000,-10000,"TransactionId_710","BatchId_1930","SubscriptionId_1","UGX","256","ProviderId_1","ProductId_7","airtime","ChannelId_1","1",2018-11-01 15:23:10,11100,"UGX","LoanId_430",2018-11-16 12:22:01,"1","InvestorId_2",2018-12-01 15:23:08,"LoanApplicationId_1394","PayBackId_654","ThirdPartyId_1180","1","0"
"CustomerId_405",2018-11-01 16:12:41,53500,-50000,"TransactionId_549","BatchId_2426","SubscriptionId_1","UGX","256","ProviderId_1","ProductId_15","utility_bill","ChannelId_1","1",2018-11-01 16:12:39,63398,"UGX","LoanId_77",2018-12-06 09:26:57,"0","InvestorId_2",2018-12-01 16:12:37,"LoanApplicationId_534","PayBackId_165","ThirdPartyId_1760","1","0"
"CustomerId_405",2018-11-01 16:12:41,53500,-50000,"TransactionId_549","BatchId_2426","SubscriptionId_1","UGX","256","ProviderId_1","ProductId_15","utility_bill","ChannelId_1","1",2018-11-01 16:12:39,2942,"UGX","LoanId_77",2018-12-11 17:00:26,"1","InvestorId_2",2018-12-01 16:12:37,"LoanApplicationId_534","PayBackId_1908","ThirdPartyId_1716","1","0"
"CustomerId_474",2018-11-01 17:56:50,5000,-5000,"TransactionId_1452","BatchId_728","SubscriptionId_1","UGX","256","ProviderId_1","ProductId_3","airtime","ChannelId_1","1",2018-11-01 17:56:48,500,"UGX","LoanId_1554",2019-07-15 09:12:48,"0","InvestorId_2",2018-12-01 17:56:44,"LoanApplicationId_937","PayBackId_1295","ThirdPartyId_1702","1","1"
"CustomerId_266",2018-11-01 18:10:02,11200,-10000,"TransactionId_97","BatchId_554","SubscriptionId_1","UGX","256","ProviderId_1","ProductId_15","utility_bill","ChannelId_1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CustomerId_303",2018-11-01 19:49:56,20000,-20000,"TransactionId_1324","BatchId_390","SubscriptionId_7","UGX","256","ProviderId_1","ProductId_8","data_bundles","ChannelId_1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CustomerId_233",2018-11-02 06:53:48,500,-500,"TransactionId_1863","BatchId_2428","SubscriptionId_1","UGX","256","ProviderId_1","ProductId_7","airtime","ChannelId_1","1",2018-11-02 06:53:45,633,"UGX","LoanId_566",2018-12-17 15:00:29,"1","InvestorId_2",2018-12-02 06:53:39,"LoanApplicationId_2","PayBackId_719","ThirdPartyId_310","1","0"
"CustomerId_233",2018-11-02 07:07:25,500,-500,"TransactionId_598","BatchId_1579","SubscriptionId_1","UGX","256","ProviderId_1","ProductId_17","movies","ChannelId_1","1",2018-11-02 07:07:21,633,"UGX","LoanId_1291",2018-12-17 15:01:23,"1","InvestorId_2",2018-12-02 07:07:19,"LoanApplicationId_1385","PayBackId_1198","ThirdPartyId_1073","1","0"
"CustomerId_329",2018-11-02 07:53:10,2000,-2000,"TransactionId_2321","BatchId_1883","SubscriptionId_7","UGX","256","ProviderId_1","ProductId_3","airtime","ChannelId_1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CustomerId_329",2018-11-02 13:23:41,500,-500,"TransactionId_2065","BatchId_346","SubscriptionId_7","UGX","256","ProviderId_1","ProductId_3","airtime","ChannelId_1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CustomerId_329",2018-11-02 15:54:55,1000,-1000,"TransactionId_196","BatchId_1157","SubscriptionId_7","UGX","256","ProviderId_1","ProductId_3","airtime","ChannelId_1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CustomerId_329",2018-11-02 15:55:02,1000,-1000,"TransactionId_1433","BatchId_1157","SubscriptionId_7","UGX","256","ProviderId_1","ProductId_3","airtime","ChannelId_1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CustomerId_329",2018-11-02 15:57:01,500,-500,"TransactionId_1310","BatchId_802","SubscriptionId_7","UGX","256","ProviderId_1","ProductId_3","airtime","ChannelId_1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CustomerId_329",2018-11-02 17:09:27,3000,-3000,"TransactionId_1750","BatchId_1656","SubscriptionId_7","UGX","256","ProviderId_1","ProductId_7","airtime","ChannelId_1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CustomerId_144",2018-11-02 23:50:10,1000,-1000,"TransactionId_838","BatchId_1312","SubscriptionId_7","UGX","256","ProviderId_1","ProductId_3","airtime","ChannelId_1","1",2018-11-02 23:50:07,1040,"UGX","LoanId_1177",2018-11-02 23:58:13,"1","InvestorId_1",2018-12-02 23:50:00,"LoanApplicationId_1078","PayBackId_185","ThirdPartyId_168","1","0"
"CustomerId_144",2018-11-03 00:09:26,11200,-10000,"TransactionId_695","BatchId_981","SubscriptionId_7","UGX","256","ProviderId_1","ProductId_15","utility_bill","ChannelId_1","1",2018-11-03 00:09:24,11760,"UGX","LoanId_761",2018-11-08 09:41:59,"0","InvestorId_1",2018-12-03 00:09:22,"LoanApplicationId_229","PayBackId_270","ThirdPartyId_449","1","0"
"CustomerId_144",2018-11-03 00:09:26,11200,-10000,"TransactionId_695","BatchId_981","SubscriptionId_7","UGX","256","ProviderId_1","ProductId_15","utility_bill","ChannelId_1","1",2018-11-03 00:09:24,168,"UGX","LoanId_761",2018-11-08 16:54:45,"1","InvestorId_1",2018-12-03 00:09:22,"LoanApplicationId_229","PayBackId_1628","ThirdPartyId_1843","1","0"
"CustomerId_329",2018-11-03 07:19:59,500,-500,"TransactionId_2328","BatchId_253","SubscriptionId_7","UGX","256","ProviderId_1","ProductId_3","airtime","ChannelId_1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CustomerId_329",2018-11-03 08:41:36,1200,-1200,"TransactionId_2304","BatchId_1626","SubscriptionId_7","UGX","256","ProviderId_1","ProductId_3","airtime","ChannelId_1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CustomerId_233",2018-11-03 09:57:30,5000,-5000,"TransactionId_2350","BatchId_887","SubscriptionId_1","UGX","256","ProviderId_1","ProductId_7","airtime","ChannelId_1","1",2018-11-03 09:57:28,6300,"UGX","LoanId_1118",2018-12-17 15:03:26,"1","InvestorId_2",2018-12-03 09:57:24,"LoanApplicationId_842","PayBackId_1185","ThirdPartyId_1999","1","0"
"CustomerId_379",2018-11-03 12:09:53,1500,-1500,"TransactionId_1081","BatchId_2111","SubscriptionId_7","UGX","256","ProviderId_1","ProductId_3","airtime","ChannelId_1","1",2018-11-03 12:09:50,1598,"UGX","LoanId_86",2018-11-09 03:54:28,"1","InvestorId_1",2018-12-03 12:09:48,"LoanApplicationId_1431","PayBackId_1270","ThirdPartyId_1852","1","0"
"CustomerId_329",2018-11-03 12:39:47,1000,-1000,"TransactionId_806","BatchId_1145","SubscriptionId_7","UGX","256","ProviderId_1","ProductId_3","airtime","ChannelId_1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CustomerId_329",2018-11-03 13:22:34,1000,-1000,"TransactionId_776","BatchId_992","SubscriptionId_7","UGX","256","ProviderId_1","ProductId_3","airtime","ChannelId_1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CustomerId_329",2018-11-03 16:10:27,3500,-3500,"TransactionId_2292","BatchId_448","SubscriptionId_7","UGX","256","ProviderId_1","ProductId_7","airtime","ChannelId_1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CustomerId_329",2018-11-04 15:48:28,1200,-1200,"TransactionId_2475","BatchId_944","SubscriptionId_7","UGX","256","ProviderId_1","ProductId_3","airtime","ChannelId_1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CustomerId_329",2018-11-05 11:13:10,1000,-1000,"TransactionId_2408","BatchId_289","SubscriptionId_7","UGX","256","ProviderId_1","ProductId_7","airtime","ChannelId_1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CustomerId_329",2018-11-05 16:24:02,1200,-1200,"TransactionId_2588","BatchId_1067","SubscriptionId_7","UGX","256","ProviderId_1","ProductId_3","airtime","ChannelId_1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CustomerId_136",2018-11-05 17:01:56,3000,-3000,"TransactionId_890","BatchId_1891","SubscriptionId_7","UGX","256","ProviderId_1","ProductId_1","airtime","ChannelId_1","1",2018-11-05 17:01:53,3270,"UGX","LoanId_701",2018-11-15 21:58:52,"1","InvestorId_1",2018-12-05 17:01:51,"LoanApplicationId_726","PayBackId_993","ThirdPartyId_1466","1","0"
"CustomerId_329",2018-11-06 08:11:51,1000,-1000,"TransactionId_671","BatchId_1096","SubscriptionId_7","UGX","256","ProviderId_1","ProductId_3","airtime","ChannelId_1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CustomerId_329",2018-11-07 12:04:24,1200,-1200,"TransactionId_619","BatchId_1752","SubscriptionId_7","UGX","256","ProviderId_1","ProductId_3","airtime","ChannelId_1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CustomerId_329",2018-11-07 12:15:47,1000,-1000,"TransactionId_1860","BatchId_1593","SubscriptionId_7","UGX","256","ProviderId_1","ProductId_3","airtime","ChannelId_1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CustomerId_233",2018-11-07 12:18:06,5000,-5000,"TransactionId_1121","BatchId_1205","SubscriptionId_1","UGX","256","ProviderId_1","ProductId_7","airtime","ChannelId_1","1",2018-11-07 12:18:03,6200,"UGX","LoanId_75",2018-12-17 15:05:58,"1","InvestorId_2",2018-12-07 12:18:02,"LoanApplicationId_1020","PayBackId_813","ThirdPartyId_1298","1","0"
"CustomerId_233",2018-11-07 13:05:11,10000,-10000,"TransactionId_191","BatchId_651","SubscriptionId_1","UGX","256","ProviderId_1","ProductId_17","movies","ChannelId_1","1",2018-11-07 13:05:09,12400,"UGX","LoanId_214",2018-12-17 15:07:43,"1","InvestorId_2",2018-12-07 13:05:06,"LoanApplicationId_1047","PayBackId_367","ThirdPartyId_1046","1","0"
"CustomerId_329",2018-11-07 16:45:30,1000,-1000,"TransactionId_1601","BatchId_1738","SubscriptionId_7","UGX","256","ProviderId_1","ProductId_3","airtime","ChannelId_1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CustomerId_388",2018-11-07 20:32:51,20000,-20000,"TransactionId_244","BatchId_280","SubscriptionId_7","UGX","256","ProviderId_1","ProductId_4","data_bundles","ChannelId_1","1",2018-11-07 20:32:49,20900,"UGX","LoanId_1321",2018-11-09 08:54:16,"1","InvestorId_1",2018-12-07 20:32:45,"LoanApplicationId_1095","PayBackId_1380","ThirdPartyId_1027","1","0"
"CustomerId_329",2018-11-08 09:52:01,1000,-1000,"TransactionId_693","BatchId_1983","SubscriptionId_7","UGX","256","ProviderId_1","ProductId_3","airtime","ChannelId_1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CustomerId_144",2018-11-08 17:01:09,20000,-20000,"TransactionId_326","BatchId_1797","SubscriptionId_7","UGX","256","ProviderId_1","ProductId_7","airtime","ChannelId_1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CustomerId_136",2018-11-08 20:40:08,21800,-20000,"TransactionId_2290","BatchId_1260","SubscriptionId_7","UGX","256","ProviderId_1","ProductId_9","utility_bill","ChannelId_1","1",2018-11-08 20:40:06,22000,"UGX","LoanId_513",2018-12-07 17:10:14,"0","InvestorId_1",2018-12-08 20:40:01,"LoanApplicationId_189","PayBackId_496","ThirdPartyId_929","1","0"
"CustomerId_136",2018-11-08 20:40:08,21800,-20000,"TransactionId_2290","BatchId_1260","SubscriptionId_7","UGX","256","ProviderId_1","ProductId_9","utility_bill","ChannelId_1","1",2018-11-08 20:40:06,3833,"UGX","LoanId_513",2018-12-08 07:34:43,"1","InvestorId_1",2018-12-08 20:40:01,"LoanApplicationId_189","PayBackId_678","ThirdPartyId_1783","1","0"
"CustomerId_379",2018-11-09 06:57:12,1500,-1500,"TransactionId_1755","BatchId_179","SubscriptionId_7","UGX","256","ProviderId_1","ProductId_3","airtime","ChannelId_1","1",2018-11-09 06:57:10,2346,"UGX","LoanId_1112",2019-02-26 21:35:45,"0","InvestorId_1",2018-12-09 06:57:07,"LoanApplicationId_248","PayBackId_931","ThirdPartyId_1714","1","0"
"CustomerId_329",2018-11-09 07:01:05,3500,-3500,"TransactionId_473","BatchId_208","SubscriptionId_7","UGX","256","ProviderId_1","ProductId_13","tv","ChannelId_1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CustomerId_329",2018-11-09 07:04:33,1000,-1000,"TransactionId_238","BatchId_592","SubscriptionId_7","UGX","256","ProviderId_1","ProductId_3","airtime","ChannelId_1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CustomerId_329",2018-11-09 07:41:20,1000,-1000,"TransactionId_2544","BatchId_521","SubscriptionId_7","UGX","256","ProviderId_1","ProductId_3","airtime","ChannelId_1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CustomerId_233",2018-11-09 12:32:37,5000,-5000,"TransactionId_261","BatchId_832","SubscriptionId_1","UGX","256","ProviderId_1","ProductId_7","airtime","ChannelId_1","1",2018-11-09 12:32:35,6150,"UGX","LoanId_1574",2018-12-17 15:20:11,"1","InvestorId_2",2018-12-09 12:32:33,"LoanApplicationId_1515","PayBackId_121","ThirdPartyId_1482","1","0"
"CustomerId_144",2018-11-09 12:54:52,2145,-1500,"TransactionId_817","BatchId_1714","SubscriptionId_7","UGX","256","ProviderId_1","ProductId_15","utility_bill","ChannelId_1","1",2018-11-09 12:54:49,2521,"UGX","LoanId_704",2018-12-07 08:41:44,"1","InvestorId_1",2018-12-09 12:54:45,"LoanApplicationId_392","PayBackId_1408","ThirdPartyId_1970","1","0"
"CustomerId_405",2018-11-09 17:37:44,5000,-5000,"TransactionId_372","BatchId_830","SubscriptionId_1","UGX","256","ProviderId_1","ProductId_4","data_bundles","ChannelId_1","1",2018-11-09 17:37:41,5725,"UGX","LoanId_33",2018-11-30 21:28:20,"1","InvestorId_2",2018-12-09 17:37:38,"LoanApplicationId_119","PayBackId_233","ThirdPartyId_767","1","0"
"CustomerId_258",2018-11-09 18:07:28,10000,-10000,"TransactionId_1979","BatchId_681","SubscriptionId_1","UGX","256","ProviderId_1","ProductId_7","airtime","ChannelId_1","1",2018-11-09 18:07:26,10700,"UGX","LoanId_1601",2018-11-16 12:22:57,"1","InvestorId_2",2018-12-09 18:07:24,"LoanApplicationId_374","PayBackId_1133","ThirdPartyId_136","1","0"
"CustomerId_474",2018-11-10 13:03:16,11200,-10000,"TransactionId_1077","BatchId_1248","SubscriptionId_1","UGX","256","ProviderId_1","ProductId_15","utility_bill","ChannelId_1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CustomerId_258",2018-11-10 20:19:20,5000,-5000,"TransactionId_605","BatchId_1689","SubscriptionId_1","UGX","256","ProviderId_1","ProductId_7","airtime","ChannelId_1","1",2018-11-10 20:19:17,5325,"UGX","LoanId_697",2018-11-16 12:23:34,"1","InvestorId_2",2018-12-10 20:19:12,"LoanApplicationId_1349","PayBackId_532","ThirdPartyId_999","1","0"
"CustomerId_388",2018-11-11 11:39:11,24660,-22000,"TransactionId_1806","BatchId_1815","SubscriptionId_7","UGX","256","ProviderId_1","ProductId_9","utility_bill","ChannelId_1","1",2018-11-11 11:39:09,28606,"UGX","LoanId_1253",2018-12-06 07:39:07,"1","InvestorId_1",2018-12-11 11:39:03,"LoanApplicationId_878","PayBackId_740","ThirdPartyId_633","1","0"
